system,family,n,seed,paths_total,path_index,status,final_t,elapsed_sec,iterations,min_dt,median_dt,max_dt,mean_dt,min_radius,median_radius,mean_radius_theory_gap,max_eta,min_r_theory
random(2^5),random_dense,5,217347005,32,30,success,1.0,0.484755042,32,0.006619589051856889,0.025919243105181726,0.05757315996231857,0.03125,0.00078125,0.00078125,7.176814302177735e12,0.01593886030188218,1.088574932575425e-16
random(2^5),random_dense,5,217347005,32,31,success,1.0,1.049709125,78,0.0010885861931396383,0.008193368989909274,0.062478969505612325,0.012820512820512824,0.0001953125,0.0001953125,2.944334252615551e12,0.020656306468557446,1.088574932575425e-16
random(2^5),random_dense,5,217347005,32,32,success,1.0,0.486110833,33,0.010323920357660046,0.021701889714760062,0.09077248528398497,0.030303030303030304,0.00078125,0.0015625,6.959335261554717e12,0.017056075981702196,1.088574932575425e-16
random(2^6),random_dense,6,217347006,64,1,success,1.0,1.81027375,69,0.0014581963425328347,0.009886310189226283,0.0778707883869311,0.014492753623188404,9.765625e-5,0.0001953125,155904.9777879533,0.011505477567480295,0.0
random(2^6),random_dense,6,217347006,64,2,success,1.0,1.139095917,49,0.004033687508266087,0.013737494507879375,0.07315210075284818,0.02040816326530612,9.765625e-5,0.0001953125,4.68689936816943e12,0.016039387968695338,1.088574932575425e-16
random(2^6),random_dense,6,217347006,64,3,success,1.0,1.799381208,92,0.003223753835411728,0.006403220198458147,0.04026590443391331,0.01086956521739131,0.000390625,0.000390625,2.4962832663548423e12,0.015733870977650423,1.088574932575425e-16
random(2^6),random_dense,6,217347006,64,4,success,1.0,1.100901584,44,0.003685433382086646,0.011711102525206187,0.11062159007338798,0.022727272727272724,0.00078125,0.00078125,5.2195014659788545e12,0.025547330111084544,1.088574932575425e-16
random(2^6),random_dense,6,217347006,64,5,success,1.0,0.895124,37,0.00845990741611366,0.019797101003596936,0.07544821541793555,0.02702702702702703,0.000390625,0.000390625,6.206974677307762e12,0.017865768441299164,1.088574932575425e-16
random(2^6),random_dense,6,217347006,64,6,success,1.0,0.559656125,27,0.012596108455896584,0.03110078598683506,0.08242014179957993,0.037037037037037035,0.0001953125,0.000390625,8.505854062572761e12,0.0302159861241179,1.088574932575425e-16
random(2^6),random_dense,6,217347006,64,7,success,1.0,1.118572709,44,0.003922932617668089,0.013049952278959491,0.07371433630975954,0.022727272727272728,0.000390625,0.00078125,5.219501972395202e12,0.04821731559931764,1.088574932575425e-16
random(2^6),random_dense,6,217347006,64,8,success,1.0,1.326580209,66,0.002786052152361082,0.009830475415881602,0.0629233088094758,0.015151515151515148,0.0001953125,0.00078125,3.4796677915272764e12,0.032633093357606446,1.088574932575425e-16
random(2^6),random_dense,6,217347006,64,9,success,1.0,1.135264166,54,0.0032329989055128482,0.01130438404188118,0.06174000380735253,0.018518518518518517,9.765625e-5,0.0001953125,4.2529271384154224e12,0.012292791353971154,1.088574932575425e-16
